CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C11075,3,3,1191.5,4,4,4,12,Champions
C11076,89,1,9.75,2,1,1,4,Lost
C11077,19,6,511.75,4,4,4,12,Champions
C11078,19,1,11.9,4,1,2,7,New Customers
C11079,19,2,29.25,4,3,2,9,Loyal Customers
C11080,215,1,3.3,1,1,1,3,Lost
C11081,69,1,13.0,2,1,2,5,Lost
C11082,62,1,312.85,3,1,4,8,Potential Loyalists
C11083,163,1,3.25,2,1,1,4,Lost
C11084,4,8,835.85,4,4,4,12,Champions
C11085,24,2,42.25,3,3,3,9,Loyal Customers
C11086,170,1,16.25,2,1,2,5,Lost
C11087,115,1,40.05,2,1,3,6,Lost
C11088,55,1,31.3,3,1,3,7,Potential Loyalists
C11089,28,6,697.75,3,4,4,11,Loyal Customers
C11090,255,1,25.200000000000003,1,1,2,4,Lost
C11091,7,3,81.35,4,4,3,11,Loyal Customers
C11092,37,2,111.6,3,3,4,10,Loyal Customers
C11093,357,1,26.0,1,1,2,4,Lost
C11094,205,1,11.8,2,1,2,5,Lost
C11095,367,1,3.25,1,1,1,3,Lost
C11096,8,9,505.85,4,4,4,12,Champions
C11097,55,4,173.75,3,4,4,11,Loyal Customers
C11098,302,1,5.9,1,1,1,3,Lost
C11099,345,1,4.949999999999999,1,1,1,3,Lost
C11102,65,1,3.25,3,1,1,5,Potential Loyalists
C11103,9,2,229.70000000000002,4,3,4,11,Loyal Customers
C11104,164,1,89.69999999999999,2,1,3,6,Lost
C11105,164,1,19.5,2,1,2,5,Lost
C11106,18,1,19.5,4,1,2,7,New Customers
C11107,100,1,13.0,2,1,2,5,Lost
C11108,126,2,9.75,2,3,1,6,At Risk
C11109,2,6,638.8,4,4,4,12,Champions
C11110,372,1,13.0,1,1,2,4,Lost
C11111,89,1,31.4,2,1,3,6,Lost
C11112,335,1,9.75,1,1,1,3,Lost
C11113,12,1,52.0,4,1,3,8,New Customers
C11114,18,1,9.75,4,1,1,6,New Customers
C11115,77,1,20.05,2,1,2,5,Lost
C11116,9,12,916.7,4,4,4,12,Champions
C11117,365,1,6.5,1,1,1,3,Lost
C11118,235,1,16.25,1,1,2,4,Lost
C11119,75,1,142.25,2,1,4,7,Lost
C11120,13,1,84.5,4,1,3,8,New Customers
C11121,53,1,14.95,3,1,2,6,Potential Loyalists
C11122,3,3,232.6,4,4,4,12,Champions
C11123,42,2,43.75,3,3,3,9,Loyal Customers
C11124,221,1,84.5,1,1,3,5,Lost
C11125,25,3,67.4,3,4,3,10,Loyal Customers
C11126,300,1,10.75,1,1,2,4,Lost
C11127,223,1,22.75,1,1,2,4,Lost
C11128,193,1,9.95,2,1,2,5,Lost
C11129,4,3,312.9,4,4,4,12,Champions
C11130,36,1,36.5,3,1,3,7,Potential Loyalists
C11131,53,1,3.25,3,1,1,5,Potential Loyalists
C11132,37,1,19.5,3,1,2,6,Potential Loyalists
C11133,233,2,84.5,1,3,3,7,Cant Lose Them
C11134,175,1,127.5,2,1,4,7,Lost
C11135,313,1,3.25,1,1,1,3,Lost
C11136,56,3,77.1,3,4,3,10,Loyal Customers
C11137,194,1,22.75,2,1,2,5,Lost
C11138,371,1,16.25,1,1,2,4,Lost
C11139,1,12,1314.2,4,4,4,12,Champions
C11140,8,1,8.4,4,1,1,6,New Customers
C11141,177,1,59.5,2,1,3,6,Lost
C11143,193,1,19.5,2,1,2,5,Lost
C11144,210,1,13.5,1,1,2,4,Lost
C11145,116,1,13.0,2,1,2,5,Lost
C11146,197,1,13.0,2,1,2,5,Lost
C11147,366,1,39.0,1,1,3,5,Lost
C11148,137,1,6.5,2,1,1,4,Lost
C11149,161,1,3.25,2,1,1,4,Lost
C11150,123,1,48.75,2,1,3,6,Lost
C11151,189,1,156.0,2,1,4,7,Lost
C11152,210,1,19.5,1,1,2,4,Lost
C11153,17,3,29.25,4,4,2,10,Loyal Customers
C11154,20,2,35.75,3,3,3,9,Loyal Customers
C11155,342,1,10.5,1,1,2,4,Lost
C11156,8,1,318.5,4,1,4,9,New Customers
C11157,7,1,328.05,4,1,4,9,New Customers
C11158,11,1,91.35,4,1,3,8,New Customers
C11159,2,11,653.85,4,4,4,12,Champions
C11160,56,2,204.75,3,3,4,10,Loyal Customers
C11161,217,1,117.0,1,1,4,6,Lost
C11162,6,3,1125.05,4,4,4,12,Champions
C11163,7,13,643.65,4,4,4,12,Champions
C11164,36,2,35.75,3,3,3,9,Loyal Customers
C11165,17,3,205.4,4,4,4,12,Champions
C11166,10,10,1138.7,4,4,4,12,Champions
C11167,169,1,5.0,2,1,1,4,Lost
C11168,283,1,9.75,1,1,1,3,Lost
C11169,331,1,9.75,1,1,1,3,Lost
C11170,229,1,6.5,1,1,1,3,Lost
C11171,132,1,91.0,2,1,3,6,Lost
C11172,49,1,21.55,3,1,2,6,Potential Loyalists
C11173,32,2,25.8,3,4,2,9,Loyal Customers
C11174,252,1,3.25,1,1,1,3,Lost
C11175,109,1,75.60000000000001,2,1,3,6,Lost
C11176,80,2,35.75,2,4,3,9,At Risk
C11177,6,2,322.8,4,4,4,12,Champions
C11178,14,1,58.95,4,1,3,8,New Customers
C11179,346,1,3.25,1,1,1,3,Lost
C11180,66,1,19.5,3,1,2,6,Potential Loyalists
C11181,62,2,52.85,3,4,3,10,Loyal Customers
C11182,325,1,20.85,1,1,2,4,Lost
C11183,6,3,200.55,4,4,4,12,Champions
C11184,351,1,6.5,1,1,1,3,Lost
C11185,307,1,9.75,1,1,1,3,Lost
C11186,61,1,11.9,3,1,2,6,Potential Loyalists
C11187,347,1,13.0,1,1,2,4,Lost
C11188,3,5,148.25,4,4,4,12,Champions
C11189,24,1,19.5,3,1,2,6,Potential Loyalists
C11190,5,1,69.7,4,1,3,8,New Customers
C11191,96,2,57.0,2,4,3,9,At Risk
C11192,10,10,372.2,4,4,4,12,Champions
C11193,61,1,3.25,3,1,1,5,Potential Loyalists
C11194,351,1,312.0,1,1,4,6,Lost
C11195,374,1,17.700000000000003,1,1,2,4,Lost
C11196,247,1,3.25,1,1,1,3,Lost
C11197,8,1,93.2,4,1,3,8,New Customers
C11198,171,1,29.25,2,1,2,5,Lost
C11199,24,2,69.25,3,4,3,10,Loyal Customers
C11200,5,9,780.75,4,4,4,12,Champions
C11201,13,2,226.15,4,4,4,12,Champions
C11202,3,2,45.5,4,4,3,11,Loyal Customers
C11203,20,2,122.95,3,4,4,11,Loyal Customers
C11204,20,4,379.8,3,4,4,11,Loyal Customers
C11205,223,1,11.9,1,1,2,4,Lost
C11206,52,1,78.0,3,1,3,7,Potential Loyalists
C11207,351,1,13.0,1,1,2,4,Lost
C11208,10,3,42.25,4,4,3,11,Loyal Customers
C11209,84,2,58.5,2,4,3,9,At Risk
C11210,5,2,423.70000000000005,4,4,4,12,Champions
C11211,30,1,6.5,3,1,1,5,Potential Loyalists
C11212,19,1,19.5,4,1,2,7,New Customers
C11214,321,1,9.75,1,1,1,3,Lost
C11215,336,1,3.25,1,1,1,3,Lost
C11216,203,1,5.9,2,1,1,4,Lost
C11217,5,1,25.35,4,1,2,7,New Customers
C11218,3,1,32.5,4,1,3,8,New Customers
C11219,40,1,16.25,3,1,2,6,Potential Loyalists
C11220,10,1,39.0,4,1,3,8,New Customers
C11221,9,3,65.65,4,4,3,11,Loyal Customers
C11222,130,1,13.0,2,1,2,5,Lost
C11223,363,1,26.0,1,1,2,4,Lost
C11224,37,1,46.25,3,1,3,7,Potential Loyalists
C11225,7,7,1071.95,4,4,4,12,Champions
C11226,254,1,6.300000000000001,1,1,1,3,Lost
C11227,226,1,71.4,1,1,3,5,Lost
C11228,90,1,29.650000000000002,2,1,2,5,Lost
C11229,96,1,29.75,2,1,2,5,Lost
C11231,33,1,120.25,3,1,4,8,Potential Loyalists
C11232,14,11,1351.25,4,4,4,12,Champions
C11233,370,1,2.95,1,1,1,3,Lost
C11234,7,5,139.65,4,4,4,12,Champions
C11235,1,10,583.8,4,4,4,12,Champions
C11236,96,1,156.0,2,1,4,7,Lost
C11237,20,1,6.5,3,1,1,5,Potential Loyalists
C11238,6,1,6.300000000000001,4,1,1,6,New Customers
C11239,66,1,37.35,3,1,3,7,Potential Loyalists
C11240,366,1,6.5,1,1,1,3,Lost
C11242,269,1,47.6,1,1,3,5,Lost
C11243,121,1,9.75,2,1,1,4,Lost
C11244,58,1,32.5,3,1,3,7,Potential Loyalists
C11245,222,1,9.75,1,1,1,3,Lost
C11246,54,2,45.5,3,4,3,10,Loyal Customers
C11247,45,1,4.2,3,1,1,5,Potential Loyalists
C11248,72,2,51.25,2,4,3,9,At Risk
C11249,9,3,181.25,4,4,4,12,Champions
C11250,55,1,14.850000000000001,3,1,2,6,Potential Loyalists
C11251,172,2,10.25,2,4,2,8,At Risk
C11252,46,1,23.6,3,1,2,6,Potential Loyalists
C11253,42,1,23.2,3,1,2,6,Potential Loyalists
C11254,274,1,6.5,1,1,1,3,Lost
C11255,38,3,77.65,3,4,3,10,Loyal Customers
C11256,53,1,19.5,3,1,2,6,Potential Loyalists
C11257,350,1,19.5,1,1,2,4,Lost
C11258,327,1,390.0,1,1,4,6,Lost
C11259,61,1,16.25,3,1,2,6,Potential Loyalists
C11260,25,1,18.35,3,1,2,6,Potential Loyalists
C11261,44,1,16.25,3,1,2,6,Potential Loyalists
C11262,244,1,3.25,1,1,1,3,Lost
C11263,39,1,23.6,3,1,2,6,Potential Loyalists
C11264,85,1,2.95,2,1,1,4,Lost
C11265,266,1,9.75,1,1,1,3,Lost
C11266,336,1,13.0,1,1,2,4,Lost
C11267,211,1,149.5,1,1,4,6,Lost
C11268,54,2,151.6,3,4,4,11,Loyal Customers
C11269,6,3,308.35,4,4,4,12,Champions
C11270,1,15,1295.5,4,4,4,12,Champions
C11271,18,1,19.5,4,1,2,7,New Customers
C11272,71,1,19.5,2,1,2,5,Lost
C11273,362,1,6.5,1,1,1,3,Lost
C11274,314,1,32.5,1,1,3,5,Lost
C11275,178,1,22.75,2,1,2,5,Lost
C11276,15,1,6.5,4,1,1,6,New Customers
C11277,3,1,35.7,4,1,3,8,New Customers
C11278,193,1,714.0,2,1,4,7,Lost
C11279,277,1,285.6,1,1,4,6,Lost
C11280,1,9,559.4,4,4,4,12,Champions
C11282,6,1,35.7,4,1,3,8,New Customers
C11283,51,1,36.5,3,1,3,7,Potential Loyalists
C11284,11,9,788.2,4,4,4,12,Champions
C11285,86,1,55.05,2,1,3,6,Lost
C11286,187,2,29.25,2,4,2,8,At Risk
C11287,2,1,39.0,4,1,3,8,New Customers
C11288,179,1,22.5,2,1,2,5,Lost
C11289,58,1,29.25,3,1,2,6,Potential Loyalists
C11290,352,1,32.5,1,1,3,5,Lost
C11291,53,1,117.0,3,1,4,8,Potential Loyalists
C11292,26,3,49.8,3,4,3,10,Loyal Customers
C11293,17,1,30.300000000000004,4,1,3,8,New Customers
C11294,35,2,31.45,3,4,3,10,Loyal Customers
C11295,80,1,32.5,2,1,3,6,Lost
C11296,9,2,58.5,4,4,3,11,Loyal Customers
C11297,363,1,5.95,1,1,1,3,Lost
C11298,5,1,39.0,4,1,3,8,New Customers
C11299,159,1,117.0,2,1,4,7,Lost
C11300,12,2,85.45,4,4,3,11,Loyal Customers
C11301,244,1,39.0,1,1,3,5,Lost
C11302,38,1,106.95,3,1,3,7,Potential Loyalists
C11303,36,1,19.5,3,1,2,6,Potential Loyalists
C11304,15,1,16.25,4,1,2,7,New Customers
C11305,1,2,34.55,4,4,3,11,Loyal Customers
C11306,12,1,76.8,4,1,3,8,New Customers
C11307,115,1,102.0,2,1,3,6,Lost
C11308,124,1,16.25,2,1,2,5,Lost
C11309,30,3,78.5,3,4,3,10,Loyal Customers
C11310,248,1,26.0,1,1,2,4,Lost
C11311,192,1,107.75,2,1,3,6,Lost
C11312,333,1,6.5,1,1,1,3,Lost
C11313,368,1,39.0,1,1,3,5,Lost
C11314,273,1,3.25,1,1,1,3,Lost
C11315,357,1,9.75,1,1,1,3,Lost
C11316,38,1,29.4,3,1,2,6,Potential Loyalists
C11317,321,1,234.0,1,1,4,6,Lost
C11318,33,1,4.949999999999999,3,1,1,5,Potential Loyalists
C11319,311,1,17.700000000000003,1,1,2,4,Lost
C11320,9,1,14.75,4,1,2,7,New Customers
C11321,40,1,9.75,3,1,1,5,Potential Loyalists
C11322,160,1,4.2,2,1,1,4,Lost
C11323,84,2,48.75,2,4,3,9,At Risk
C11324,342,1,16.25,1,1,2,4,Lost
C11325,312,1,11.8,1,1,2,4,Lost
C11326,212,1,3.75,1,1,1,3,Lost
C11327,374,1,3.25,1,1,1,3,Lost
C11328,259,1,6.5,1,1,1,3,Lost
C11329,13,2,102.5,4,4,3,11,Loyal Customers
C11330,372,1,9.75,1,1,1,3,Lost
C11331,250,1,32.5,1,1,3,5,Lost
C11332,78,1,26.85,2,1,2,5,Lost
C11333,19,1,51.95,4,1,3,8,New Customers
C11334,27,1,39.65,3,1,3,7,Potential Loyalists
C11336,42,2,188.5,3,4,4,11,Loyal Customers
C11337,32,1,17.85,3,1,2,6,Potential Loyalists
C11338,138,1,13.0,2,1,2,5,Lost
C11339,7,6,200.9,4,4,4,12,Champions
C11340,315,1,16.25,1,1,2,4,Lost
C11341,20,1,130.0,3,1,4,8,Potential Loyalists
C11342,37,3,99.55000000000001,3,4,3,10,Loyal Customers
C11343,2,3,204.75,4,4,4,12,Champions
C11344,2,1,9.75,4,1,1,6,New Customers
C11345,211,2,38.5,1,4,3,8,Cant Lose Them
C11346,11,4,165.45000000000002,4,4,4,12,Champions
C11347,20,1,3.25,3,1,1,5,Potential Loyalists
C11348,316,2,22.75,1,4,2,7,Cant Lose Them
C11349,161,1,9.75,2,1,1,4,Lost
C11350,13,1,12.600000000000001,4,1,2,7,New Customers
C11351,225,1,39.0,1,1,3,5,Lost
C11352,230,1,32.5,1,1,3,5,Lost
C11353,22,2,102.8,3,4,3,10,Loyal Customers
C11354,142,1,13.0,2,1,2,5,Lost
C11355,277,1,13.0,1,1,2,4,Lost
C11356,79,1,9.75,2,1,1,4,Lost
C11357,362,1,6.5,1,1,1,3,Lost
C11358,200,1,156.0,2,1,4,7,Lost
C11359,350,1,13.0,1,1,2,4,Lost
C11360,63,4,76.9,3,4,3,10,Loyal Customers
C11361,314,1,26.0,1,1,2,4,Lost
C11362,101,1,19.5,2,1,2,5,Lost
C11363,32,1,13.0,3,1,2,6,Potential Loyalists
C11364,32,1,416.0,3,1,4,8,Potential Loyalists
C11365,135,1,279.5,2,1,4,7,Lost
C11366,231,1,16.25,1,1,2,4,Lost
C11367,125,1,6.5,2,1,1,4,Lost
C11368,1,3,70.45,4,4,3,11,Loyal Customers
C11369,24,1,23.6,3,1,2,6,Potential Loyalists
C11370,335,1,13.0,1,1,2,4,Lost
C11371,51,1,117.0,3,1,4,8,Potential Loyalists
C11372,5,1,74.75,4,1,3,8,New Customers
C11373,3,12,994.0500000000001,4,4,4,12,Champions
C11374,25,2,22.5,3,4,2,9,Loyal Customers
C11375,229,2,31.2,1,4,3,8,Cant Lose Them
C11376,209,1,13.0,1,1,2,4,Lost
C11377,131,1,9.75,2,1,1,4,Lost
C11378,1,8,823.7,4,4,4,12,Champions
C11379,17,5,193.0,4,4,4,12,Champions
C11380,347,1,117.0,1,1,4,6,Lost
C11381,288,1,6.5,1,1,1,3,Lost
C11382,148,1,6.5,2,1,1,4,Lost
C11383,54,2,18.35,3,4,2,9,Loyal Customers
C11384,41,1,42.55,3,1,3,7,Potential Loyalists
C11385,51,1,6.5,3,1,1,5,Potential Loyalists
C11386,85,1,288.55,2,1,4,7,Lost
C11387,356,1,26.0,1,1,2,4,Lost
C11388,7,1,29.25,4,1,2,7,New Customers
C11389,15,1,1.25,4,1,1,6,New Customers
C11390,67,1,13.0,3,1,2,6,Potential Loyalists
C11391,16,1,6.5,4,1,1,6,New Customers
C11392,1,17,2549.35,4,4,4,12,Champions
C11393,7,2,125.6,4,4,4,12,Champions
C11394,242,1,9.75,1,1,1,3,Lost
C11395,346,1,17.85,1,1,2,4,Lost
C11396,181,1,19.5,2,1,2,5,Lost
C11397,24,1,3.25,3,1,1,5,Potential Loyalists
C11398,8,5,287.3,4,4,4,12,Champions
C11399,94,1,39.0,2,1,3,6,Lost
C11401,3,21,2432.25,4,4,4,12,Champions
C11402,11,3,209.95,4,4,4,12,Champions
C11403,373,1,78.0,1,1,3,5,Lost
C11404,47,2,136.5,3,4,4,11,Loyal Customers
C11405,2,4,786.3,4,4,4,12,Champions
C11406,181,1,180.60000000000002,2,1,4,7,Lost
C11407,194,1,7.5,2,1,1,4,Lost
C11408,320,1,16.05,1,1,2,4,Lost
C11409,268,1,2.95,1,1,1,3,Lost
C11410,24,1,32.5,3,1,3,7,Potential Loyalists
C11411,149,1,31.8,2,1,3,6,Lost
C11412,176,1,351.0,2,1,4,7,Lost
C11413,50,1,74.75,3,1,3,7,Potential Loyalists
C11414,201,1,6.5,2,1,1,4,Lost
C11415,349,1,17.85,1,1,2,4,Lost
C11416,15,1,19.5,4,1,2,7,New Customers
C11417,105,1,14.75,2,1,2,5,Lost
C11418,212,2,94.25,1,4,3,8,Cant Lose Them
C11419,358,1,3.25,1,1,1,3,Lost
C11420,5,2,92.1,4,4,3,11,Loyal Customers
C11421,280,1,13.0,1,1,2,4,Lost
C11422,17,3,245.65,4,4,4,12,Champions
C11423,40,1,149.65,3,1,4,8,Potential Loyalists
C11424,24,4,140.05,3,4,4,11,Loyal Customers
C11425,2,1,88.5,4,1,3,8,New Customers
C11426,318,1,19.5,1,1,2,4,Lost
C11427,1,11,1205.75,4,4,4,12,Champions
C11428,6,2,33.6,4,4,3,11,Loyal Customers
C11429,84,1,16.25,2,1,2,5,Lost
C11430,22,2,162.5,3,4,4,11,Loyal Customers
C11431,74,1,19.5,2,1,2,5,Lost
C11432,148,1,9.75,2,1,1,4,Lost
C11433,122,1,6.5,2,1,1,4,Lost
C11434,74,1,6.5,2,1,1,4,Lost
C11435,361,1,9.75,1,1,1,3,Lost
C11436,7,1,27.450000000000003,4,1,2,7,New Customers
C11438,23,1,104.0,3,1,3,7,Potential Loyalists
C11439,235,1,3.25,1,1,1,3,Lost
C11440,191,1,19.5,2,1,2,5,Lost
C11441,155,1,6.5,2,1,1,4,Lost
C11442,256,1,3.25,1,1,1,3,Lost
C11443,287,1,26.0,1,1,2,4,Lost
C11444,29,3,333.6,3,4,4,11,Loyal Customers
C11445,121,1,13.0,2,1,2,5,Lost
C11446,16,10,735.55,4,4,4,12,Champions
C11447,139,1,9.75,2,1,1,4,Lost
C11448,81,1,3.25,2,1,1,4,Lost
C11449,85,1,47.7,2,1,3,6,Lost
C11450,9,5,727.6,4,4,4,12,Champions
C11451,191,1,16.25,2,1,2,5,Lost
C11452,17,1,245.5,4,1,4,9,New Customers
C11453,20,4,61.75,3,4,3,10,Loyal Customers
C11454,45,1,122.45,3,1,4,8,Potential Loyalists
C11455,55,1,3.25,3,1,1,5,Potential Loyalists
C11456,274,1,6.5,1,1,1,3,Lost
C11457,341,1,3.25,1,1,1,3,Lost
C11458,332,1,5.9,1,1,1,3,Lost
C11459,104,1,6.5,2,1,1,4,Lost
C11460,37,1,70.80000000000001,3,1,3,7,Potential Loyalists
C11461,15,4,171.55,4,4,4,12,Champions
C11462,29,1,42.25,3,1,3,7,Potential Loyalists
C11463,97,1,13.0,2,1,2,5,Lost
C11464,8,2,16.25,4,4,2,10,Loyal Customers
C11465,215,1,47.6,1,1,3,5,Lost
C11466,339,1,3.25,1,1,1,3,Lost
C11467,220,2,35.75,1,4,3,8,Cant Lose Them
C11468,28,1,6.5,3,1,1,5,Potential Loyalists
C11469,22,1,29.9,3,1,3,7,Potential Loyalists
C11470,363,1,117.0,1,1,4,6,Lost
C11471,16,5,372.5,4,4,4,12,Champions
C11472,128,1,29.25,2,1,2,5,Lost
C11473,7,4,178.3,4,4,4,12,Champions
C11474,7,9,645.7,4,4,4,12,Champions
C11475,318,1,9.75,1,1,1,3,Lost
C11476,215,1,9.75,1,1,1,3,Lost
C11477,82,1,143.0,2,1,4,7,Lost
C11478,20,2,18.35,3,4,2,9,Loyal Customers
C11479,50,1,58.5,3,1,3,7,Potential Loyalists
C11480,12,11,320.45,4,4,4,12,Champions
C11481,125,1,3.25,2,1,1,4,Lost
C11482,47,1,6.5,3,1,1,5,Potential Loyalists
C11483,2,20,2242.4,4,4,4,12,Champions
C11484,96,1,32.5,2,1,3,6,Lost
C11485,371,1,4.2,1,1,1,3,Lost
C11486,139,1,16.25,2,1,2,5,Lost
C11487,333,1,6.300000000000001,1,1,1,3,Lost
C11488,257,1,6.5,1,1,1,3,Lost
C11489,72,1,9.75,2,1,1,4,Lost
C11490,219,1,9.75,1,1,1,3,Lost
C11491,246,1,13.0,1,1,2,4,Lost
C11492,4,10,1537.15,4,4,4,12,Champions
C11493,18,2,74.65,4,4,3,11,Loyal Customers
C11494,53,1,3.25,3,1,1,5,Potential Loyalists
C11495,90,1,9.75,2,1,1,4,Lost
C11496,5,1,13.0,4,1,2,7,New Customers
C11497,102,1,6.5,2,1,1,4,Lost
C11498,147,1,431.65000000000003,2,2,4,8,Lost
C11499,4,1,13.0,4,2,2,8,New Customers
C11500,6,3,380.35,4,4,4,12,Champions
C11501,128,1,19.5,2,2,2,6,Lost
C11503,46,3,234.15,3,4,4,11,Loyal Customers
C11504,74,1,39.150000000000006,2,2,3,7,Lost
C11505,373,1,9.75,1,2,1,4,Lost
C11506,160,1,32.5,2,2,3,7,Lost
C11507,367,1,9.75,1,2,1,4,Lost
C11508,369,1,9.75,1,2,1,4,Lost
C11509,61,1,9.75,3,2,1,6,Potential Loyalists
C11510,331,1,6.5,1,2,1,4,Lost
C11511,295,1,19.5,1,2,2,5,Lost
C11512,2,3,144.05,4,4,4,12,Champions
C11513,236,1,13.95,1,2,2,5,Lost
C11514,52,1,43.25,3,2,3,8,Potential Loyalists
C11515,11,1,146.25,4,2,4,10,New Customers
C11516,358,1,25.200000000000003,1,2,2,5,Lost
C11517,13,1,26.0,4,2,2,8,New Customers
C11518,8,1,6.5,4,2,1,7,New Customers
C11519,344,1,156.0,1,2,4,7,Lost
C11520,179,1,16.25,2,2,2,6,Lost
C11521,26,2,115.45,3,4,4,11,Loyal Customers
C11522,60,2,334.75,3,4,4,11,Loyal Customers
C11523,167,1,3.25,2,2,1,5,Lost
C11524,319,2,269.4,1,4,4,9,Cant Lose Them
C11525,154,1,15.9,2,2,2,6,Lost
C11526,215,1,19.5,1,2,2,5,Lost
C11527,77,1,29.5,2,2,2,6,Lost
C11528,47,1,3.25,3,2,1,6,Potential Loyalists
C11529,12,4,337.15,4,4,4,12,Champions
C11530,68,1,19.5,3,2,2,7,Potential Loyalists
C11531,86,1,6.5,2,2,1,5,Lost
C11532,15,3,42.7,4,4,3,11,Loyal Customers
C11533,241,1,9.75,1,2,1,4,Lost
C11534,345,1,9.75,1,2,1,4,Lost
C11535,13,7,755.5,4,4,4,12,Champions
C11536,2,3,103.0,4,4,3,11,Loyal Customers
C11537,23,3,41.1,3,4,3,10,Loyal Customers
C11538,229,1,6.5,1,2,1,4,Lost
C11539,9,1,21.0,4,2,2,8,New Customers
C11540,211,1,3.25,1,2,1,4,Lost
C11541,74,1,9.75,2,2,1,5,Lost
C11542,16,7,749.25,4,4,4,12,Champions
C11543,22,1,11.25,3,2,2,7,Potential Loyalists
C11544,5,8,420.90000000000003,4,4,4,12,Champions
C11545,1,12,1136.95,4,4,4,12,Champions
C11546,50,1,76.6,3,2,3,8,Potential Loyalists
C11547,1,5,283.0,4,4,4,12,Champions
C11548,282,1,6.5,1,2,1,4,Lost
C11549,3,6,163.75,4,4,4,12,Champions
C11550,310,1,2.5,1,2,1,4,Lost
C11551,130,1,19.5,2,2,2,6,Lost
C11552,31,1,5.9,3,2,1,6,Potential Loyalists
C11553,348,1,2.1,1,2,1,4,Lost
C11554,35,1,106.2,3,2,3,8,Potential Loyalists
C11555,243,1,16.25,1,2,2,5,Lost
C11556,237,1,8.5,1,2,1,4,Lost
C11557,26,1,742.65,3,2,4,9,Potential Loyalists
C11558,132,1,477.15,2,2,4,8,Lost
C11559,26,1,22.75,3,2,2,7,Potential Loyalists
C11560,74,1,39.8,2,2,3,7,Lost
C11561,348,1,2.1,1,2,1,4,Lost
C11562,349,1,3.25,1,2,1,4,Lost
C11563,24,8,709.8499999999999,3,4,4,11,Loyal Customers
C11564,208,1,117.0,1,2,4,7,Lost
C11565,11,2,35.75,4,4,3,11,Loyal Customers
C11566,37,2,30.7,3,4,3,10,Loyal Customers
C11567,29,1,33.7,3,2,3,8,Potential Loyalists
C11568,49,3,71.5,3,4,3,10,Loyal Customers
C11569,3,1,36.6,4,2,3,9,New Customers
C11570,39,1,48.75,3,2,3,8,Potential Loyalists
C11571,68,1,74.45,3,2,3,8,Potential Loyalists
C11572,4,1,32.5,4,2,3,9,New Customers
C11573,10,4,227.0,4,4,4,12,Champions
C11574,157,1,6.5,2,2,1,5,Lost
C11575,213,1,16.25,1,2,2,5,Lost
C11576,18,1,122.95,4,2,4,10,New Customers
C11577,311,1,26.0,1,2,2,5,Lost
C11578,24,1,3.25,3,2,1,6,Potential Loyalists
C11579,6,14,1591.6,4,4,4,12,Champions
C11580,28,1,3.25,3,2,1,6,Potential Loyalists
C11581,12,1,62.25,4,2,3,9,New Customers
C11582,31,1,58.7,3,2,3,8,Potential Loyalists
C11583,2,2,542.75,4,4,4,12,Champions
C11584,346,1,6.5,1,2,1,4,Lost
C11585,60,2,364.25,3,4,4,11,Loyal Customers
C11586,193,1,3.25,2,2,1,5,Lost
C11587,40,1,42.2,3,2,3,8,Potential Loyalists
C11588,53,2,23.95,3,4,2,9,Loyal Customers
C11589,13,6,1408.3,4,4,4,12,Champions
C11590,2,19,1622.55,4,4,4,12,Champions
C11591,176,1,97.5,2,2,3,7,Lost
C11592,7,1,84.5,4,2,3,9,New Customers
C11593,36,1,42.25,3,2,3,8,Potential Loyalists
C11594,13,5,127.3,4,4,4,12,Champions
C11595,110,2,188.5,2,4,4,10,At Risk
C11596,282,1,13.0,1,2,2,5,Lost
C11597,58,1,3.25,3,2,1,6,Potential Loyalists
C11599,13,1,39.599999999999994,4,2,3,9,New Customers
C11600,6,1,305.65000000000003,4,2,4,10,New Customers
C11601,100,1,9.75,2,2,1,5,Lost
C11602,160,1,237.25,2,2,4,8,Lost
C11603,242,1,8.850000000000001,1,2,1,4,Lost
C11604,319,1,9.75,1,2,1,4,Lost
C11605,357,1,9.75,1,2,1,4,Lost
C11606,112,1,2.1,2,2,1,5,Lost
C11607,9,2,156.0,4,4,4,12,Champions
C11608,356,1,13.0,1,2,2,5,Lost
C11609,251,1,8.25,1,2,1,4,Lost
C11610,164,1,78.0,2,2,3,7,Lost
C11611,115,1,6.5,2,2,1,5,Lost
C11612,350,1,13.0,1,2,2,5,Lost
C11613,15,3,159.25,4,4,4,12,Champions
C11614,39,4,353.45,3,4,4,11,Loyal Customers
C11615,4,24,1689.05,4,4,4,12,Champions
C11616,19,2,121.25,4,4,4,12,Champions
C11617,36,1,5.95,3,2,1,6,Potential Loyalists
C11618,37,1,84.5,3,2,3,8,Potential Loyalists
C11619,13,1,5.95,4,2,1,7,New Customers
C11620,63,1,178.55,3,2,4,9,Potential Loyalists
C11621,2,10,1732.3500000000001,4,4,4,12,Champions
C11622,62,1,3.25,3,2,1,6,Potential Loyalists
C11623,12,1,23.8,4,2,2,8,New Customers
C11624,272,1,19.5,1,2,2,5,Lost
C11625,2,2,115.85,4,4,4,12,Champions
C11626,35,3,64.25,3,4,3,10,Loyal Customers
C11627,100,1,4.2,2,2,1,5,Lost
C11628,9,18,1174.25,4,4,4,12,Champions
C11629,232,1,6.5,1,2,1,4,Lost
